Reservoir,Date,Elevation,Temp_C,pH,DO_mgL,Turb,Color,Odor,Algae_cells_mL,Fe_mgL,Mn_mgL,Alkalinity,Hardness,CO2,TOC,Notes,Predominant_algae_organism,Reservoir_level,Withdraw_levels,Flag
CCR,1/9/95 11:00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water clear - Brown/Green color; Grassy odor,N/A,N/A,N/A,
CCR,1/9/95 11:00,1150,5,7.9,11.1,2.4,34,1,N/A,0.1,0.08,80,84,3.6,N/A,Odor only recorded for 1150,N/A,N/A,N/A,
CCR,1/9/95 11:00,1140,4,7.9,10.7,3.2,36,N/A,N/A,0.12,0.09,80,82,2.4,N/A,No information for elevation level 1160,N/A,N/A,N/A,
CCR,1/9/95 11:00,1130,4.5,7.9,10.7,3.3,38,N/A,N/A,0.14,0.09,78,82,2.8,N/A,No reservoir level recorded,N/A,N/A,N/A,
CCR,1/9/95 11:00,1120,4.5,7.8,10.6,3.1,34,N/A,N/A,0.11,0.09,78,80,2.2,N/A,No predominant algae found and no algal cell count recorded,N/A,N/A,N/A,
CCR,1/9/95 11:00,1110,4.5,7.8,10.7,3.1,33,N/A,N/A,0.13,0.09,78,80,2.4,N/A,No clear withdrawal level,N/A,N/A,N/A,
CCR,12/7/94 9:00,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,H2O - Dark green; Overcast & cool - day,N/A,10 Low,Bottom Level,
CCR,12/7/94 9:00,1150,11,7.6,8.8,4.7,45,N/A,N/A,0.21,0.18,76,74,2,N/A,No information for elevation level 1160,N/A,10 Low,Bottom Level,
CCR,12/7/94 9:00,1140,10,7.6,8.8,5.1,47,N/A,N/A,0.22,0.19,74,80,1.8,N/A,No odor recorded,N/A,10 Low,Bottom Level,
CCR,12/7/94 9:00,1130,9.5,7.6,7,5.3,48,N/A,N/A,0.24,0.21,78,80,1.8,N/A,No algal cell count recorded,N/A,10 Low,Bottom Level,
CCR,12/7/94 9:00,1120,9.5,7.6,7,7.8,70,N/A,N/A,0.34,0.32,78,80,1.8,N/A,No predominant algae recorded,N/A,10 Low,Bottom Level,
CCR,12/7/94 9:00,1110,10,7.6,6.4,11.3,85,N/A,N/A,0.47,0.47,74,82,2,N/A,No numerical value given for withdrawal level ,N/A,10 Low,Bottom Level,
CCR,11/18/94 10:35,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Dark color, windy, cloudy",N/A,9 Low,N/A,
CCR,11/18/94 10:35,1150,14,7.8,7.8,4.5,50,3,N/A,0.12,0.19,78,80,2.2,N/A,No withdrawal level,N/A,9 Low,N/A,
CCR,11/18/94 10:35,1140,13,7.8,8,4.9,47,N/A,N/A,0.12,0.2,74,80,1.2,N/A,No information for elevation level 1160,N/A,9 Low,N/A,
CCR,11/18/94 10:35,1130,13.5,7.8,8,4.5,50,N/A,N/A,0.13,0.19,74,80,1.6,N/A,Odor only recorded for 1150,N/A,9 Low,N/A,
CCR,11/18/94 10:35,1120,13,7.8,7.8,4.4,55,N/A,N/A,0.13,0.21,76,80,1.6,N/A,No algal cell count recorded,N/A,9 Low,N/A,
CCR,11/18/94 10:35,1110,13,7.5,7.8,4.7,57,N/A,N/A,0.29,0.27,78,80,2,N/A,No predominant algae recorded,N/A,9 Low,N/A,
CCR,10/21/94 9:10,1160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Sunny, clear; H2O - Dark green",N/A,7 Low,N/A,
CCR,10/21/94 9:10,1150,17,8.1,8.4,2.5,30,N/A,N/A,0.07,0.07,78,80,1.6,N/A,No information for elevation level 1160,N/A,7 Low,N/A,
CCR,10/21/94 9:10,1140,17,8.2,8.2,2.4,32,N/A,N/A,0.07,0.06,78,80,2,N/A,No odor recorded,N/A,7 Low,N/A,
CCR,10/21/94 9:10,1130,17,8,7.6,2.6,34,N/A,N/A,0.08,0.07,78,82,2,N/A,No withdrawal level,N/A,7 Low,N/A,
CCR,10/21/94 9:10,1120,13,7.3,2,2.8,33,N/A,N/A,0.66,0.8,76,76,4,N/A,No predominant algae found,N/A,7 Low,N/A,
CCR,10/21/94 9:10,1110,12.5,7.3,3.6,3.6,47,N/A,N/A,1.02,0.88,74,78,3.6,N/A,No algal cell count recorded,N/A,7 Low,N/A,
CCR,9/16/94,1160,26,8.8,8.8,3.7,28,N/A,N/A,0.06,0.04,84,72,0,N/A,Odor finformation only given for 1150,N/A,N/A,N/A,
CCR,9/16/94,1150,25,8.8,9,3.5,27,3,N/A,0.07,0.05,76,76,0,N/A,Additional odor information written on the bottom,N/A,N/A,N/A,
CCR,9/16/94,1140,24.5,8,6.8,2.4,41,N/A,N/A,0.08,0.04,76,84,1.6,N/A,No reservoir level recorded,N/A,N/A,N/A,
CCR,9/16/94,1130,18.5,7.3,4.6,2.3,49,N/A,N/A,0.17,0.31,72,72,2,N/A,Withdrawal level not given in numerical value,N/A,N/A,N/A,
CCR,9/16/94,1120,15,7.1,2.2,1.6,46,N/A,N/A,0.24,0.46,72,72,2.2,N/A,No algal cell count recorded,N/A,N/A,N/A,
CCR,9/16/94,1110,15,7.6,4,1.5,64,N/A,N/A,1.09,0.88,80,76,4,N/A,No predominant algae recorded,N/A,N/A,N/A,
CCR,7/20/94 10:25,1160,28.5,7.7,7.6,1.4,12,N/A,N/A,0.03,0.02,62,64,2.2,N/A,Clear green,N/A,1165.5,1140 & 1150,
CCR,7/20/94 10:25,1150,28,8.2,7.4,1.5,11,N/A,N/A,0.04,0.02,62,64,2.4,N/A,"Hot, humid",N/A,1165.5,1140 & 1150,
CCR,7/20/94 10:25,1140,25,7.9,8.2,2.3,20,N/A,N/A,0.06,0.03,64,64,2,N/A,Overcast,N/A,1165.5,1140 & 1150,
CCR,7/20/94 10:25,1130,16.5,7.2,3.2,3.3,30,N/A,N/A,0.07,0.11,64,68,4,N/A,No odor recorded,N/A,1165.5,1140 & 1150,
CCR,7/20/94 10:25,1120,15,7.2,3,3.3,32,N/A,N/A,0.07,0.17,66,70,4.2,N/A,No predominant algae recorded,N/A,1165.5,1140 & 1150,
CCR,7/20/94 10:25,1110,13.5,7.2,2,5.3,43,N/A,N/A,0.15,0.57,68,70,4.8,N/A,No algal cell count recorded,N/A,1165.5,1140 & 1150,
CCR,6/22/94 9:10,1160,27,7.7,7.6,1.9,16,N/A,N/A,0.05,0.03,60,64,5.3,N/A,Green color,N/A,1167.5,1140 & 1150,
CCR,6/22/94 9:10,1150,27.5,8,7.4,2,20,N/A,N/A,0.03,0.02,66,62,5.3,N/A,Sunny,N/A,1167.5,1140 & 1150,
CCR,6/22/94 9:10,1140,21,7.7,7.8,2.9,31,N/A,N/A,0.05,0.02,62,62,3.5,N/A,"Humid, hot",N/A,1167.5,1140 & 1150,
CCR,6/22/94 9:10,1130,15,7.3,4.4,2.6,37,N/A,N/A,0.05,0.06,64,64,7,N/A,No odor recorded,N/A,1167.5,1140 & 1150,
CCR,6/22/94 9:10,1120,14,7.2,4.2,3.2,45,N/A,N/A,0.07,0.1,64,66,7.9,N/A,No predominant algae recorded,N/A,1167.5,1140 & 1150,
CCR,6/22/94 9:10,1110,13,7.2,2,7.7,60,N/A,N/A,0.26,0.52,64,6.8,7.9,N/A,No algal cell count recorded,N/A,1167.5,1140 & 1150,
CCR,4/14/94 10:30,1160,14,7.7,10.2,6.2,15,N/A,N/A,0.02,0.03,68,62,6,N/A,No odor recorded,N/A,1170,1150 & 1140,
CCR,4/14/94 10:30,1150,13,7.8,9.6,6.5,7,N/A,N/A,0.02,0.03,64,66,4.6,N/A,No predominant algae recorded,N/A,1170,1150 & 1140,
CCR,4/14/94 10:30,1140,13,7.8,9.6,7.1,7,N/A,N/A,0.04,0.03,74,66,4,N/A,No algal cell count recorded,N/A,1170,1150 & 1140,
CCR,4/14/94 10:30,1130,12,7.8,9.2,6.2,7,N/A,N/A,0.03,0.04,68,66,5.4,N/A,"Full and running over, temp 70",N/A,1170,1150 & 1140,
CCR,4/14/94 10:30,1120,10.5,7.7,8.8,5.7,15,N/A,N/A,0.02,0.04,70,64,5,N/A,Sunny and warm,N/A,1170,1150 & 1140,
CCR,4/14/94 10:30,1110,10,7.6,8.4,6,7,N/A,N/A,0.03,0.06,68,62,7.8,N/A,Warm light green,N/A,1170,1150 & 1140,
CCR,5/3/05,1160,9.2,6.8,10.06,1.5,20,24,"649,000",0.04,0.03,28,36,5,N/A,Cool,Anacystis,1169.7,"1140, 1130",
CCR,5/3/05,1150,9.2,7.1,10.01,2,22,12,"891,000",0.05,0.02,26,36,5,N/A,Clear skies,Asterionella,1169.7,"1140, 1130",
CCR,5/3/05,1140,9.6,7.1,9.33,2.5,33,17,"374,000",0.12,0.03,28,38,5,N/A,Calm breeze,,1169.7,"1140, 1130",
CCR,5/3/05,1130,8.9,7.1,9.15,1.9,35,17,"352,000",0.1,0.04,26,36,7,N/A,Clam water,,1169.7,"1140, 1130",
CCR,5/3/05,1120,8.5,7,8.5,2.2,42,17,"352,000",0.19,0.11,30,40,10,N/A,Green water,,1169.7,"1140, 1130",
CCR,5/3/05,1110,8.7,7,8.51,13.5,165,35,"330,000",0.63,0.39,30,40,8.5,N/A,,,1169.7,"1140, 1130",
CCR,3/30/05,1160,10.1,7,11.44,3.7,41,17,"462,000",0.09,0.04,30,40,5.5,N/A,Green water,Dinobryon,Full over,1140 & 1130 ,
CCR,3/30/05,1150,9.4,7.2,11.26,3.6,42,17,"253,000",0.08,0.04,30,40,5,N/A,Breezy,Asterionella,Full over,1140 & 1130 ,
CCR,3/30/05,1140,8.9,7.3,11.33,3.4,40,17,"418,000",0.08,0.04,28,42,4,N/A,Cool,Anacystis,Full over,1140 & 1130 ,
CCR,3/30/05,1130,7.7,7.3,10.96,2.5,31,24,"242,000",0.07,0.04,30,42,4,N/A,Clear,,Full over,1140 & 1130 ,
CCR,3/30/05,1120,6.8,7.3,10.36,2.1,27,8,"407,000",0.07,0.06,32,40,3.5,N/A,,,Full over,1140 & 1130 ,
CCR,3/30/05,1110,6.9,7.3,10.22,2.5,29,6,"506,000",0.1,0.1,32,42,4.5,N/A,,,Full over,1140 & 1130 ,
CCR,2/23/05,1160,5.9,6.7,10,1.6,27,17,"451,000",0.06,0.03,36,52,4,N/A,Cool,Anacystis,1169.7,1130 & 1140,
CCR,2/23/05,1150,5.7,7,10.8,1.6,28,17,"869,000",0.06,0.04,36,50,5,N/A,Slight breeze,,1169.7,1130 & 1140,
CCR,2/23/05,1140,5.5,7.2,10.07,1.6,29,17,"451,000",0.07,0.04,30,52,4,N/A,Green water,,1169.7,1130 & 1140,
CCR,2/23/05,1130,5.4,7.3,11.14,1.6,30,17,"308,000",0.07,0.04,36,46,8,N/A,Notes about raw odor down below ,,1169.7,1130 & 1140,
CCR,2/23/05,1120,5.2,7.3,9.75,7.6,97,24,"264,000",0.39,0.17,36,46,8,N/A,,,1169.7,1130 & 1140,
CCR,2/23/05,1110,5.2,7.3,10.52,1.6,38,24,"242,000",0.08,0.04,36,42,5,N/A,,,1169.7,1130 & 1140,
CCR,1/27/05,1160,2.7,6.9,11.49,1.7,33,17,"462,000",0.065,0.042,36,50,6.5,N/A,Sunny,Anacystis,1170.0 Full,1150 & 1140,
CCR,1/27/05,1150,3.2,7.2,10.78,1.7,35,17,"363,000",0.064,0.042,34,52,11,N/A,Windy cold,,1170.0 Full,1150 & 1140,
CCR,1/27/05,1140,3.5,7.3,10.12,1.7,34,17,"308,000",0.069,0.036,34,46,4.5,N/A,"Green water, some floating debris",,1170.0 Full,1150 & 1140,
CCR,1/27/05,1130,3.1,7.4,9.56,1.8,34,17,"176,000",0.063,0.038,36,46,5.5,N/A,Notes about raw odor down below,,1170.0 Full,1150 & 1140,
CCR,1/27/05,1120,3.5,7.4,10.74,1.8,36,17,N/A,0.066,0.043,34,50,6.5,N/A,No algal cell count for 1120 or 1110,,1170.0 Full,1150 & 1140,
CCR,1/27/05,1110,3.3,7.5,10,1.7,33,17,N/A,0.063,0.038,36,52,4,N/A,,,1170.0 Full,1150 & 1140,
CCR,12/10/04 10:50,1160,10.7,7.3,9.5,2.2,38,24,"2,332,000",0.08,0.12,36,46,7.4,N/A,Cool,Anacystis,1170.0 & full,1150 & 1140,
CCR,12/10/04 10:50,1150,9.9,7.3,9.27,1.9,33,6,"902,000",0.08,0.1,38,48,2.7,N/A,Cloudy,,1170.0 & full,1150 & 1140,
CCR,12/10/04 10:50,1140,10.1,7.3,9.18,2,34,12,"704,000",0.09,0.1,40,46,2.7,N/A,"Calm, brownish water",,1170.0 & full,1150 & 1140,
CCR,12/10/04 10:50,1130,10.2,7.3,9.2,1.9,30,24,"726,000",0.09,0.1,42,46,2.8,N/A,,,1170.0 & full,1150 & 1140,
CCR,12/10/04 10:50,1120,10.1,7.3,8.96,7,102,35,"1,056,000",0.2,0.48,42,46,2.8,N/A,,,1170.0 & full,1150 & 1140,
CCR,12/10/04 10:50,1110,9.7,7.1,6.85,6.5,90,35,"836,000",0.47,0.92,42,50,6.5,N/A,,,1170.0 & full,1150 & 1140,
CCR,11/3/04,1160,17.7,6.9,9.29,1.4,34,17,"957,000",0.07,0.07,40,48,3.5,N/A,Brownish-green clear water,Anacystis,1169.2,1150,
CCR,11/3/04,1150,17.7,7.2,8.67,1.5,32,6,"198,000",0.06,0.05,42,46,4,N/A,Cool,,1169.2,1150,
CCR,11/3/04,1140,17,7.2,9.38,1.5,33,17,"198,000",0.07,0.05,42,58,5,N/A,WIndy,,1169.2,1150,
CCR,11/3/04,1130,16.8,7.1,6.75,2,38,24,"550,000",0.12,0.14,40,48,5,N/A,Mostly cloudy skies,,1169.2,1150,
CCR,11/3/04,1120,12.2,6.9,3.2,5.6,38,24,"825,000",0.39,1.85,50,54,12.5,N/A,,,1169.2,1150,
CCR,11/3/04,1110,11.1,6.9,2.48,3.2,57,24,"352,000",2.61,3.35,60,60,30,N/A,,,1169.2,1150,
CCR,10/6/04 11:00,1160,20,7.1,11.27,1.4,23,35,"583,000",0.04,0.02,42,46,2.5,N/A,Clear green water,Anacystis,1170,1150,
CCR,10/6/04 11:00,1150,19.8,7.2,11.29,1.5,24,17,"748,000",0.04,0.02,40,50,2.5,N/A,Clear,,1170,1150,
CCR,10/6/04 11:00,1140,18.7,7.2,6.32,4.3,51,17,"517,000",0.28,0.02,36,44,7.5,N/A,Sunny,,1170,1150,
CCR,10/6/04 11:00,1130,15.6,6.9,3.12,5.6,58,17,"187,000",0.13,0.38,46,56,10,N/A,Cool w/ slight breeze,,1170,1150,
CCR,10/6/04 11:00,1120,10.7,6.8,2.37,5.4,38,24,"143,000",0.09,0.94,42,54,10,N/A,,,1170,1150,
CCR,10/6/04 11:00,1110,10.3,6.8,2.27,2,19,35,"121,000",1.18,3.06,50,60,13,N/A,,,1170,1150,
CCR,9/21/04 9:55,1160,19.9,7.4,6.65,2.6,20,17,"1,232,000",0.09,0.04,44,50,2.5,N/A,"Green, murky, calm water",Anacystis,1166.6,1130 & 1140,
CCR,9/21/04 9:55,1150,20.6,7.4,7.37,2.7,33,24,"1,408,000",0.04,0.04,46,50,3.5,N/A,Cool slight breeze,,1166.6,1130 & 1140,
CCR,9/21/04 9:55,1140,20.3,7.1,5.61,3.1,39,24,"1,034,000",0.11,0.05,44,54,2.5,N/A,Clear skies,,1166.6,1130 & 1140,
CCR,9/21/04 9:55,1130,15.3,6.8,2.2,2.9,30,24,"869,000",0.14,0.39,46,54,5,N/A,,,1166.6,1130 & 1140,
CCR,9/21/04 9:55,1120,11,6.7,9.56,5.6,46,24,"528,000",0.57,0.53,44,52,7.5,N/A,,,1166.6,1130 & 1140,
CCR,9/21/04 9:55,1110,9.9,6.6,1.42,3.9,32,35,"891,000",0.66,2.4,50,60,7.5,N/A,,,1166.6,1130 & 1140,
CCR,7/23/04,1160,27.2,7.1,10.94,1,15,17,N/A,0.04,0.02,40,42,2.5,N/A,Mostly sunny,Anacystis,1167.3,1140 & 1130,
CCR,7/23/04,1150,27,7.6,8.44,1,15,17,N/A,0.04,0.02,40,42,2,N/A,Windy,,1167.3,1140 & 1130,
CCR,7/23/04,1140,19.1,7.1,9.46,1.7,35,17,N/A,0.06,0.04,42,46,4,N/A,Greenish water,,1167.3,1140 & 1130,
CCR,7/23/04,1130,12.4,7,5.62,1.5,21,17,"759,000",0.04,0.04,44,46,9.5,N/A,"Lab error for algal cell count for elevation levels 1160, 1150, and 1140",,1167.3,1140 & 1130,
CCR,7/23/04,1120,12.8,7,5.93,1.4,24,17,"572,000",0.06,0.05,44,48,8,N/A,,,1167.3,1140 & 1130,
CCR,7/23/04,1110,11.7,7,5.53,2.3,30,17,"660,000",0.09,0.12,40,50,9.5,N/A,,,1167.3,1140 & 1130,
CCR,6/18/04,1160,25.3,7.5,6.54,1.5,34,17,"1,639,000",0.06,0.02,38,52,4,N/A,Cloudy,Anacystis,1168.9,"1150, 1140",
CCR,6/18/04,1150,21.6,7.4,7.08,4,59,24,"2,398,000",0.12,0.03,36,46,3.5,N/A,Slight breeze,,1168.9,"1150, 1140",
CCR,6/18/04,1140,16.8,7.4,8.11,1.6,34,17,"1,419,000",0.05,0.02,40,50,4,N/A,"Calm water, greenish tint",,1168.9,"1150, 1140",
CCR,6/18/04,1130,13.9,7.3,6.35,1.2,19,17,"1,672,000",0.04,0.02,42,50,4.5,N/A,,,1168.9,"1150, 1140",
CCR,6/18/04,1120,12.4,7.2,6.75,1.1,16,17,"1,070,000",0.04,0.03,44,48,5,N/A,,,1168.9,"1150, 1140",
CCR,6/18/04,1110,11.9,7,2.71,3.2,60,17,"1,056,000",0.19,0.77,46,50,5,N/A,,,1168.9,"1150, 1140",
CCR,5/14/03,1160,21.5,7.3,8.7,1.5,25,17,"2,398,000",0.05,0.02,40,44,3,N/A,Sunny ,Anacystis,1170 Full ,1150 & 1140,
CCR,5/14/03,1150,15.9,7.5,8.17,1.7,25,17,"1,045,000",0.05,0.03,40,46,3,N/A,Slight breeze,,1170 Full ,1150 & 1140,
CCR,5/14/03,1140,13.7,7.4,8.41,1.4,29,17,"1,441,000",0.05,0.03,42,46,3.5,N/A,Floating pollen,,1170 Full ,1150 & 1140,
CCR,5/14/03,1130,11.8,7.3,8.26,1.2,24,24,"1,111,000",0.05,0.03,46,48,5,N/A,Water slightly greenish in color by appearance,,1170 Full ,1150 & 1140,
CCR,5/14/03,1120,11.3,7.2,6.72,1.6,30,17,"803,000",0.06,0.06,42,46,6,N/A,,,1170 Full ,1150 & 1140,
CCR,5/14/03,1110,10.7,7.1,7.21,2.4,44,17,"638,000",0.09,0.18,46,48,6,N/A,,,1170 Full ,1150 & 1140,
CCR,4/7/04,1160,10.8,7.5,11.08,1.7,29,17,"1,430,000",0.05,0.03,40,52,3,N/A,Windy,Anacystis,1169.5,1150 & 1140,
CCR,4/7/04,1150,10.1,7.7,10.93,1.8,28,24,"1,012,000",0.05,0.02,42,54,3.5,N/A,Greenish water,,1169.5,1150 & 1140,
CCR,4/7/04,1140,9.5,7.6,10.53,2.1,30,24,"858,000",0.06,0.04,42,50,3.5,N/A,Partly cloudy,,1169.5,1150 & 1140,
CCR,4/7/04,1130,9.4,7.6,10.59,2.2,31,24,"792,000",0.06,0.04,46,50,4,N/A,,,1169.5,1150 & 1140,
CCR,4/7/04,1120,9.3,7.6,10.53,5.8,56,24,"1,122,000",0.2,0.1,44,48,3,N/A,,,1169.5,1150 & 1140,
CCR,4/7/04,1110,9.1,7.6,9.07,2.4,33,24,"770,000",0.07,0.06,44,52,3,N/A,,,1169.5,1150 & 1140,
CCR,2/20/04,1160,5,7.3,12.11,1.4,20,17,"814,000",0.04,0.04,48,54,2.5,N/A,Calm,Anacystis,Full,1140/1150,
CCR,2/20/04,1150,4.4,7.4,11.91,1.4,22,17,"682,000",0.04,0.03,50,56,2.4,N/A,Sunny,,Full,1140/1150,
CCR,2/20/04,1140,4.4,7.6,11.74,1.4,23,17,"946,000",0.05,0.03,50,54,2.4,N/A,"Clear, green water",,Full,1140/1150,
CCR,2/20/04,1130,4.2,7.6,11.67,1.4,22,17,"814,000",0.05,0.03,52,56,2.4,N/A,,,Full,1140/1150,
CCR,2/20/04,1120,4.3,7.6,11.68,1.7,23,17,"880,000",0.05,0.03,54,54,2.3,N/A,,,Full,1140/1150,
CCR,2/20/04,1110,4.5,7.6,11.75,1.5,20,24,"803,000",0.09,0.03,54,56,2.3,N/A,,,Full,1140/1150,
CCR,1/30/04,1160,3,7.3,11.84,1.6,20,24,"1,045,000",0.05,0.04,50,54,4.5,N/A,Cold,Anacystis,N/A,1150/1140,
CCR,1/30/04,1150,2.5,7.4,11.64,1.2,29,24,"693,000",0.06,0.03,48,56,5.5,N/A,Windy,,N/A,1150/1140,
CCR,1/30/04,1140,2.3,7.5,11.5,1.3,29,24,"649,000",0.06,0.03,46,56,5,N/A,Clear water,,N/A,1150/1140,
CCR,1/30/04,1130,2.3,7.5,11.39,1.4,34,17,"643,000",0.06,0.05,46,56,6,N/A,No reservoir level recorded,,N/A,1150/1140,
CCR,1/30/04,1120,2.3,7.6,11.5,1.9,41,24,"704,000",0.08,0.06,54,58,6.5,N/A,,,N/A,1150/1140,
CCR,1/30/04,1110,2.3,7.7,11.5,1.4,34,24,"715,000",0.06,0.04,50,56,6,N/A,,,N/A,1150/1140,
CCR,12/18/03,1160,7,7.3,9.72,2.1,30,17,"1,221,000",0.07,0.06,56,56,4.5,N/A,Cold ,Anacystis,Full,1140/1150,
CCR,12/18/03,1150,6.8,7.1,9.6,2.1,32,17,"814,000",0.07,0.07,52,52,4,N/A,Cloudy,,Full,1140/1150,
CCR,12/18/03,1140,6.7,7.2,9.62,1.9,23,17,"880,000",0.08,0.06,52,52,4,N/A,"Greyish, clear water",,Full,1140/1150,
CCR,12/18/03,1130,6.5,7.2,9.5,2.3,26,17,"539,000",0.07,0.07,52,56,4.5,N/A,,,Full,1140/1150,
CCR,12/18/03,1120,6.4,7.2,9.42,2.4,29,17,"594,000",0.07,0.07,50,54,4,N/A,,,Full,1140/1150,
CCR,12/18/03,1110,6.4,7.2,9.51,2.3,31,24,"561,000",0.07,0.07,54,70,5,N/A,,,Full,1140/1150,
CCR,11/24/03,1160,12.1,7.1,8.45,2.2,28,17,"924,000",0.06,0.05,50,54,3.5,N/A,Cloudy ,Anacystis,Full,1140/1150,
CCR,11/24/03,1150,11.8,7.2,8.25,2.4,32,17,"891,000",0.07,0.05,48,52,2.5,N/A,Cool,,Full,1140/1150,
CCR,11/24/03,1140,11.7,7.4,8.25,2.2,27,24,"1,001,000",0.06,0.05,50,50,3.5,N/A,Clear/green water,,Full,1140/1150,
CCR,11/24/03,1130,11.6,7.3,7.75,3.5,43,17,"1,122,000",0.11,0.09,48,52,3.5,N/A,,,Full,1140/1150,
CCR,11/24/03,1120,10.8,7.1,3.35,7.2,92,24,"1,529,000",0.18,0.68,74,70,5.5,N/A,,,Full,1140/1150,
CCR,11/24/03,1110,9.3,7.3,1.35,13.7,129,24,"979,000",0.66,2.72,96,102,5.5,N/A,,,Full,1140/1150,
CCR,10/17/03,1160,16,7,7.74,1.8,35,17,"968,000",0.07,0.04,36,38,7,N/A,Cloudy,Anacystis,1168,1150 & 1140,
CCR,10/17/03,1150,16,7.1,7.66,1.7,32,17,"946,000",0.07,0.04,34,40,6,N/A,Calm,,1168,1150 & 1140,
CCR,10/17/03,1140,17,7.2,7.58,1.7,37,24,"847,000",0.09,0.05,38,38,5.5,N/A,Brownish water,,1168,1150 & 1140,
CCR,10/17/03,1130,12,7,1.57,16.9,154,17,"3,168,000",0.78,1.04,82,92,14.5,N/A,,,1168,1150 & 1140,
CCR,10/17/03,1120,10,7.1,1.23,22.4,201,17,"3,432,000",1.04,1.31,92,98,15,N/A,,,1168,1150 & 1140,
CCR,10/17/03,1110,10,7.1,1.21,20.8,179,24,"3,762,000",0.98,1.36,90,98,12.5,N/A,,,1168,1150 & 1140,
CCR,9/23/03,1160,21,7.2,6.92,1.9,28,17,"825,000",0.09,0.05,36,32,5,N/A,Windy,Anacystis,1168.8,1150,
CCR,9/23/03,1150,20,7.1,6.01,2.2,30,17,"1,012,000",0.12,0.07,36,34,6,N/A,Clear water,,1168.8,1150,
CCR,9/23/03,1140,19,6.9,4.12,2.5,32,24,"1,023,000",0.15,0.16,40,44,5,N/A,Brownish color,,1168.8,1150,
CCR,9/23/03,1130,12,7,1.13,7.8,65,24,"968,000",0.33,0.54,90,94,10.5,N/A,,,1168.8,1150,
CCR,9/23/03,1120,11,7.2,1.13,11.6,86,24,"1,067,000",0.5,0.78,86,100,8,N/A,,,1168.8,1150,
CCR,9/23/03,1110,10,7.1,1.11,12.4,93,35,"836,000",0.87,1,104,104,10,N/A,,,1168.8,1150,
CCR,8/15/03,1160,24,7,7.05,1.4,22,17,"847,000",0.09,0.02,42,36,4,N/A,Warm,Anacystis,1170.0 Full,1140 & 1130 ,
CCR,8/15/03,1150,21,6.8,5.04,2.1,42,17,"979,000",0.11,0.03,46,38,6,N/A,Sunny,,1170.0 Full,1140 & 1130 ,
CCR,8/15/03,1140,16,7.1,1.87,1.5,19,17,"528,000",0.09,0.21,66,82,8,N/A,"Clear, green water",,1170.0 Full,1140 & 1130 ,
CCR,8/15/03,1130,13,7.2,1.87,2.8,35,24,"770,000",0.08,0.09,76,90,7.5,N/A,,,1170.0 Full,1140 & 1130 ,
CCR,8/15/03,1120,12,7.2,5.96,7.1,70,35,"1,100,000",0.24,0.2,84,96,6,N/A,,,1170.0 Full,1140 & 1130 ,
CCR,8/15/03,1110,11,7.2,1.37,2.1,31,17,"505,000",0.59,1.11,86,100,7.5,N/A,,,1170.0 Full,1140 & 1130 ,
CCR,7/23/03 8:45,1160,25,6.8,7.43,1.3,18,17,"1,584,000",0.1,0.02,42,34,3,N/A,Cloudy ,Anacystis,1160 Full pond,1140 & 1130 ,
CCR,7/23/03 8:45,1150,19,6.9,4.22,1.5,26,24,"1,342,000",0.1,0.04,54,50,5.5,N/A,Calm,,1160 Full pond,1140 & 1130 ,
CCR,7/23/03 8:45,1140,13,7,2.14,1.5,13,24,"1,089,000",0.05,0.09,70,84,7.5,N/A,Greenish but clear ,,1160 Full pond,1140 & 1130 ,
CCR,7/23/03 8:45,1130,13,7.1,2.07,1.4,6,17,"1,023,000",0.03,0.09,68,76,7.5,N/A,There is no algal cell count for 1110,,1160 Full pond,1140 & 1130 ,
CCR,7/23/03 8:45,1120,11,7.1,2.56,2.2,14,24,"759,000",0.05,0.13,94,100,6,N/A,,,1160 Full pond,1140 & 1130 ,
CCR,7/23/03 8:45,1110,10,7.1,1.32,3,25,24,N/A,0.09,1.06,94,102,7,N/A,,,1160 Full pond,1140 & 1130 ,
CCR,6/6/03,1160,18,7.8,9.01,1.7,27,35,"836,000",0.06,0.02,46,58,4,N/A,Sunny,Anacystis,Full,1150 & 1140,
CCR,6/6/03,1150,15,7.1,5.93,2.5,33,17,"682,000",0.09,0.04,46,54,4,N/A,Slight breeze,Asterionella,Full,1150 & 1140,
CCR,6/6/03,1140,12,7.2,5.58,1.8,24,12,"396,000",0.06,0.05,64,72,6,N/A,Murky green water,,Full,1150 & 1140,
CCR,6/6/03,1130,9,7.3,5.13,1.5,22,17,"505,000",0.05,0.05,82,100,5,N/A,,,Full,1150 & 1140,
CCR,6/6/03,1120,9,7.3,4.97,2.2,26,17,"836,000",0.06,0.09,86,94,6,N/A,,,Full,1150 & 1140,
CCR,6/6/03,1110,8,7.3,4.32,1.7,28,17,"682,000",0.06,0.34,96,100,7,N/A,,,Full,1150 & 1140,
